ID,Headline,Description,Publication Date,Source,Semi-Strong,Strong,Weak
4342,the airmiles-high clubs,three airline alliances cover most of the world—where do they go next?,12/11/2011,Economist,1,0,1
4343,of emperors and kings,china’s state-owned enterprises are on the march,12/11/2011,Economist,1,0,0
4344,every little helps,"as it pushes into finance, tesco’s clubcard gives it a competitive edge",05/11/2011,Economist,1,1,0
4345,award: tom easton,"india’s most dynamic, but no longer so youthful, industry tries to reinvent itself",05/11/2011,Economist,0,0,0
4346,seeking to avoid a mid-life crisis,"far from home, tata consultancy services strives to move upmarket",05/11/2011,Economist,0,1,0
4347,from mumbai to the midwest,"loyalty cards do not make customers loyal, but retailers are devoted to them",05/11/2011,Economist,0,0,0
4348,spies in your wallet,the boss of australia’s flag-carrier takes a big gamble,05/11/2011,Economist,0,0,1
4349,scorched earth on the runway,the struggle to make money out of news on tablets,05/11/2011,Economist,1,0,1
4350,"your digital paper, sir",italy worries that its biggest manufacturer may leave,05/11/2011,Economist,0,1,0
4351,land of the wasted talent,japanese firms face a demographic catastrophe. the solution is to treat women better,05/11/2011,Economist,0,0,1
4352,steady as she goes,a smooth transition at big blue,29/10/2011,Economist,0,1,0
4353,"not drowning, but waving",the struggling phonemaker shows off its first windows handsets,29/10/2011,Economist,0,0,1
4354,"the bay area, with banjos",what southern missouri has in common with las vegas and silicon valley,29/10/2011,Economist,0,1,0
4355,big oil’s bigger brothers,"a high oil price is great for oil companies, but it also attracts competitors",29/10/2011,Economist,0,1,0
4356,from 0 to 100,why you can still “see the usa in your chevrolet”,29/10/2011,Economist,0,0,1
4357,the doctor octopus,obamacare is making health insurers bigger,29/10/2011,Economist,1,1,0
4358,what should wall street do?,the finance industry needs a better response to the protest movement attacking it,29/10/2011,Economist,0,0,1
4359,taxing times ahead,china promises a cap-and-trade system for pollution,29/10/2011,Economist,0,0,0
4360,three questions,a financial scandal widens,29/10/2011,Economist,0,1,1
4361,the art of selling,the death of the salesman has been greatly exaggerated,22/10/2011,Economist,0,0,1
4362,the new medicis,will chinese buyers acquire a taste for western art?,22/10/2011,Economist,0,1,0
4363,it’s a jungle out there,but the world bank is shaming governments into slashing bad rules,22/10/2011,Economist,1,0,1
4364,olympian depths,what the olympus saga says about corporate governance in japan,22/10/2011,Economist,0,0,1
4365,"a new, improved hit machine",the collapse of music sales has changed the way stars are made,22/10/2011,Economist,0,0,0
4366,the dismal scoop on groupon,a micro-economist assesses groupon,22/10/2011,Economist,0,0,0
4367,blackberry blues,research in motion can ill afford embarrassing service interruptions,15/10/2011,Economist,0,0,1
4368,the case for smaller portions,should pepsi break up?,15/10/2011,Economist,0,0,0
4369,mickey mouse governance,the meaning of walt disney’s latest boardroom changes,15/10/2011,Economist,1,0,0
4370,pipeline pressures,the battle over gas prices in europe,15/10/2011,Economist,0,0,1
4371,a painful eclipse,solar power companies are struggling. but the survivors will have a bright future,15/10/2011,Economist,1,0,0
4372,"no limits, no laws",the beautiful people join hands with the bureaucrats,15/10/2011,Economist,1,0,1
4373,homebodies rule,globalisation slows profit growth for many law firms,15/10/2011,Economist,0,1,0
4374,another brick in the wall,the rapid rise of newspaper paywalls,08/10/2011,Economist,1,0,0
4375,getting on the treadmill,a south african company has some bright ideas for promoting health,08/10/2011,Economist,0,1,0
4376,halfway to where?,a massive mining project hits a snag,08/10/2011,Economist,1,0,0
4377,a helping hand for start-ups,can america find its entrepreneurial mojo again?,08/10/2011,Economist,1,0,0
4378,howard’s way,starbucks’ boss urges his peers to stop giving money to politicians,08/10/2011,Economist,0,0,1
4379,flight to the future,modernising creaking air-traffic systems will be a huge task,01/10/2011,Economist,1,0,0
4380,the glossy posse,"catwalks in the west, action in the east",01/10/2011,Economist,1,0,0
4381,sipping from the fire hose,making sense of a torrent of tweets,01/10/2011,Economist,1,0,1
4382,keep on walking,persuading africans to switch from beer to scotch,01/10/2011,Economist,0,0,0
4383,"now you own it, now you don’t","china wants coal. but digging it up is a dirty, dangerous business",01/10/2011,Economist,1,0,0
4384,the trouble with superheroes,hp has appointed yet another superstar boss from outside. bad move,01/10/2011,Economist,0,0,1
4385,big business,flogging fashion for the fuller figure,01/10/2011,Economist,0,0,0
4386,the walmart of the web,the internet giant’s new tablet computer fits its strategy of developing big businesses by charging small prices,01/10/2011,Economist,1,0,0
4387,sabmiller’s tale,heroic aussie beer-drinkers make foster’s a tempting takeover target,24/09/2011,Economist,0,0,0
4388,"a sadder, wiser union",gm has reached a realistic deal with its blue-collar union. but bigger struggles lie ahead for both,24/09/2011,Economist,0,0,1
4389,netflix messes up,the terror of the film and television business has become a lot less scary,24/09/2011,Economist,0,0,0
4390,"have money, will travel",a billion pairs of itchy feet,24/09/2011,Economist,0,0,1
4391,hidden persuaders ii,a marketing guru reveals some of the secrets of his profession,24/09/2011,Economist,0,0,1
4392,the coming squeeze?,foreigners in china face a new tax,24/09/2011,Economist,0,0,1
4393,"the view from the top, and bottom",bosses think their firms are caring. their minions disagree,24/09/2011,Economist,1,0,1
4394,what women do,economic growth has surprisingly little effect on the wage gap,24/09/2011,Economist,0,0,1
4395,board game,more turmoil at the top of the world’s biggest tech firm,24/09/2011,Economist,1,0,0
4396,a game of catch-up,japan’s power monopolies raise costs and stifle innovation,,Economist,1,0,1
4397,bright ideas needed,there are big differences in what firms reveal about their political donations,17/09/2011,Economist,1,0,1
4398,green growth,some emerging-world companies are combining growth with greenery,17/09/2011,Economist,0,0,1
4399,wintel swings,the marriage that dominated personal computing becomes more open,17/09/2011,Economist,1,0,0
4400,autoficial intelligence,where does the car end and the phone begin?,17/09/2011,Economist,0,0,1
4401,man’s best amigo,profits from pooches are more than petty cash,17/09/2011,Economist,0,0,1
4402,the doofus factor,how can you tell a good board of directors from a bad one?,17/09/2011,Economist,0,1,1
4403,a tale of two laws,america’s anti-corruption law deters foreign investment. britain’s is smarter,17/09/2011,Economist,0,0,0
4404,"scripts, not effects",independent films are at last recovering from the slump,17/09/2011,Economist,0,0,0
4405,spine chilling,mass-market retailing changed publishing before the e-book,10/09/2011,Economist,1,0,1
4406,great digital expectations,"digitisation may have come late to book publishing, but it is transforming the business in short order",10/09/2011,Economist,1,1,0
4407,left to their own devices,medtronic and the woes of america’s medical-technology industry,10/09/2011,Economist,0,1,0
4408,long walk to innovation,south africa has been slow to innovate. that may be changing,10/09/2011,Economist,0,1,0
4409,all charged up for sharing,vincent bolloré makes a risky bet on electric-car technology,10/09/2011,Economist,1,0,0
4410,"many patents, still pending","congress tweaks, but does not overhaul, america’s patent system",10/09/2011,Economist,0,0,0
4411,portal exit,the internet company boots out its boss. but it will struggle to reboot its business,10/09/2011,Economist,0,0,1
4412,the great mismatch,"for the first time in decades, brazil’s marvellous city looks attractive for business",,Economist,0,1,1
4413,rio or são paulo?,a university degree no longer confers financial security,03/09/2011,Economist,0,1,1
4414,angst for the educated,confusing environmental rules harm more than guitarmakers,03/09/2011,Economist,1,0,1
4415,guns n’ rosewood,"where bp failed, exxon succeeds",03/09/2011,Economist,0,0,1
4416,exxonerated,boeing’s new 787 has been cleared for take-off. but its troubles continue,03/09/2011,Economist,1,0,1
4417,nightmareliner,a new plan to wreck one of africa’s unluckiest countries,03/09/2011,Economist,0,1,0
4418,your mine is mine,the justice department seeks to block at&t’s acquisition of t-mobile,03/09/2011,Economist,0,0,0
4419,tripped at the altar,middle managers are not as useless as people think,03/09/2011,Economist,0,0,1
4420,in praise of david brent,hp needs to transform itself if it is to avoid becoming obsolete,27/08/2011,Economist,0,0,0
4421,hello world,japanese firms are waking up to the merits of hiring globe-trotting recruits,27/08/2011,Economist,1,0,0
4422,the minister of magic steps down,can silicon valley’s most disruptive firm prosper without its maker?,27/08/2011,Economist,1,0,0
4423,bashing baidu,state television fires on china’s google,27/08/2011,Economist,1,0,0
4424,moving up the stack,"big deals are back, as is an old acquaintance",27/08/2011,Economist,1,0,0
4425,"can pay, won’t",a big chinese shipping firm takes shareholder value to extremes,27/08/2011,Economist,0,1,0
4426,the daughter also rises,women are storming emerging-world boardrooms,27/08/2011,Economist,0,0,1
4427,geology or geography?,miners should spread their risks across countries as well as minerals,27/08/2011,Economist,0,0,0
4428,inventive warfare,battles over patents are becoming fiercer and more expensive,20/08/2011,Economist,0,0,1
4429,stuck in low gear,"a brilliant, cheap little car has been a marketing disaster",20/08/2011,Economist,0,0,1
4430,lay off my red-soled shoes,can a colour be a trademark?,20/08/2011,Economist,0,0,1
4431,shock to the system,an industry struggles to cope with a change in government policy,20/08/2011,Economist,1,0,1
4432,buzzing into brazil,the bike that conquered mexico,20/08/2011,Economist,0,0,1
4433,charge of the led brigade,a global switch to leds will change the lighting business,20/08/2011,Economist,1,0,0
4434,patently different,the battle in the mobile industry takes an unexpected turn,20/08/2011,Economist,1,0,0
4435,sticking it to china,a factory in rural georgia helps east asia eat,13/08/2011,Economist,1,0,0
4436,is the revolution good for business?,"probably, but investors are wary",13/08/2011,Economist,0,0,0
4437,bad heir day,an embarrassing video roils two big european companies,13/08/2011,Economist,1,1,0
4438,bargain briefs,technology offers 50 ways to leave your lawyer,13/08/2011,Economist,1,0,0
4439,big apple v big oil,apple briefly becomes the world’s largest public company,13/08/2011,Economist,1,1,0
4440,horrible holidays,the holiday business is in trouble. firms are merging like brits in benidorm,13/08/2011,Economist,0,0,0
4441,american idiocracy,"the civil war in washington, dc, is damaging american business",13/08/2011,Economist,0,0,1
4442,too big for india,investors have fallen out of love with india’s biggest firm. a large acquisition abroad could be its next move,13/08/2011,Economist,0,0,1
4443,attack of the clones,american web firms are battling foreign hordes that look remarkably similar,06/08/2011,Economist,0,1,1
4444,the other asian giant,companies are scrambling to decode the indian consumer,06/08/2011,Economist,0,0,1
4445,robots don’t complain,"or demand higher wages, or kill themselves",06/08/2011,Economist,1,0,0
4446,think different,clay christensen lays down some rules for innovators. but can innovation be learned?,06/08/2011,Economist,1,0,0
4447,open target,investors open fire on italy’s defence and aerospace giant,06/08/2011,Economist,0,0,0
4448,no mao suits here,there is cash in chinese comic-book conventions,06/08/2011,Economist,0,0,1
4449,turning silver into gold,stealth marketing to the elderly,30/07/2011,Economist,1,1,0
4450,should bp split?,the pros and cons of slicing oil giants apart,30/07/2011,Economist,0,0,0
4451,truth is nicer than fiction,a horrible film is generating a lame debate,30/07/2011,Economist,0,0,1
4452,beating china,german family firms are outdoing their chinese rivals. can they keep it up?,30/07/2011,Economist,0,0,0
4453,under the radar,"godrej, an indian conglomerate, goes global its own way",30/07/2011,Economist,1,1,0
4454,"trim staff, fat profits?",american firms are offering staff carrots to stay fit. soon they will wield sticks,30/07/2011,Economist,1,0,0
4455,the revolution at le monde,a battle looms between an iconic paper and a powerful print union,30/07/2011,Economist,1,0,0
4456,the trouble with outsourcing,outsourcing is sometimes more hassle than it is worth,30/07/2011,Economist,0,0,1
4457,the cost of control,"if you promise to build it, they may come",21/07/2011,Economist,1,0,1
4458,a novel idea,several governments are threatening to impose quotas for women in the boardroom. this is a bad idea,21/07/2011,Economist,1,0,1
4459,still lonely at the top,how to survive a five-year slump,21/07/2011,Economist,0,0,1
4460,what goes down,rupert murdoch is typical of tycoons in combining great weaknesses with great strengths,21/07/2011,Economist,0,0,0
4461,great bad men as bosses,"using google’s android software has given htc a boost, but it may now make the taiwanese handset-maker vulnerable to costly lawsuits",21/07/2011,Economist,1,1,0
4462,android alert,"3d films, cinema’s great hope, have become niche products",21/07/2011,Economist,0,0,1
4463,flat expectations,social skills for a social network,21/07/2011,Economist,0,0,1
4464,the acceptable face of facebook,there’s a ton of easy money in praising the party,21/07/2011,Economist,1,0,0
4465,kung fu propaganda,europe’s biggest retailer looks even shakier as its brazilian deal falls apart,14/07/2011,Economist,0,1,0
4466,off its trolley,japan’s preference for hardware over software is fading,14/07/2011,Economist,0,0,1
4467,hacked off,hitting the booz,14/07/2011,Economist,0,0,1
4468,the last manned fighter,it is the most expensive military project ever. it is plagued by delays and menaced by budget cuts. will the f-35 survive?,14/07/2011,Economist,0,0,1
4469,the mystery of the chinese consumer,"in the first of a two-part series on asian consumers, we ask what makes the middle kingdom’s shoppers tick",07/07/2011,Economist,0,0,1
4470,last-mover advantage,"by moving slowly, the german media market stays ahead",07/07/2011,Economist,0,0,1
4471,of penguins and politics,pororo the penguin could be the next teletubbies,07/07/2011,Economist,1,0,0
4472,making it in america,a man and a firm with a plan to revive american manufacturing,07/07/2011,Economist,1,0,0
4473,who owns what?,the perils of investing where the law is unclear,07/07/2011,Economist,1,0,1
4474,how to make college cheaper,better management would allow american universities to do more with less,07/07/2011,Economist,0,0,0
4475,from sleaze to sneeze,india inc catches a cold,30/06/2011,Economist,1,0,0
4476,a french food fight,two french firms are fighting for dominance of the brazilian retail market,30/06/2011,Economist,0,0,0
4477,too much information,how to cope with data overload,30/06/2011,Economist,0,0,1
4478,betting the farm,"zynga may be a good business, but the tech bubble is expanding",30/06/2011,Economist,1,0,0
4479,highly charged,the future of electric cars is in china,30/06/2011,Economist,0,0,0
4480,the troubles of tepco,the fallout from the fukushima nuclear disaster is spreading throughout japan’s energy industry,30/06/2011,Economist,1,0,0
4481,google's enemies,the search giant’s antitrust headache gets bigger,30/06/2011,Economist,1,0,0
4482,fracking heaven,other europeans fear fracking. poland is steaming ahead,23/06/2011,Economist,1,0,1
4483,corporations and the court,america’s supreme court is the most business-friendly for decades,23/06/2011,Economist,1,1,0
4484,the bottom of the pyramid,businesses are learning to serve the growing number of hard-up americans,23/06/2011,Economist,1,0,0
4485,cleaning the augean tables,corporate governance in continental europe is improving rapidly,23/06/2011,Economist,0,1,0
4486,rigging the market,business is set to boom for the firms that help oil companies get at their prize,23/06/2011,Economist,1,0,0
4487,keep out,brazilian lawyers don’t want pesky foreigners poaching their clients,23/06/2011,Economist,1,0,0
4488,götterdämmerung,the murky world of subsidised opera,23/06/2011,Economist,0,1,1
4489,something must give,japanese entrepreneurs are pressing for change. the old guard resists,23/06/2011,Economist,1,0,0
4490,"quality, not quantity",private firms are taking baby steps to curb soaring health costs,16/06/2011,Economist,0,0,1
4491,looking east,flying in africa is getting easier,16/06/2011,Economist,0,0,1
4492,saving britain's health service,the nhs needs to learn from innovations in the rest of the world,16/06/2011,Economist,0,1,0
4493,château lafake,the fine-wine boom is attracting forgers,16/06/2011,Economist,0,0,1
4494,"happy customers, no profits",india’s mobile industry is magnificent but also a mess,16/06/2011,Economist,0,0,1
4495,linking expert mouths with eager ears,expert networks are the matchmakers for the information age,16/06/2011,Economist,1,0,0
4496,pay up,overpaid bosses are back,16/06/2011,Economist,0,0,1
4497,welcome to ipoville,social-media firms see champagne; others see bubbles,09/06/2011,Economist,1,0,0
4498,digitally remastered,the recorded-music business learns to love its enemy,09/06/2011,Economist,0,0,1
4499,the end of cheap goods?,some are predicting the end of the cheap “china price”; others are more sanguine,09/06/2011,Economist,0,0,1
4500,beyond tiger,neither a recession nor the eclipse of its brightest star can stymie the pga tour,09/06/2011,Economist,0,0,1
4501,tutors to the world,business schools are globalising at a furious pace—which is largely a good thing,09/06/2011,Economist,1,1,0
4502,corporate india on the run,pounding the pavement is perilous when there’s no pavement,02/06/2011,Economist,0,0,0
4503,advice for consultants,"competition is growing, and clients are becoming more picky",02/06/2011,Economist,0,0,0
4504,renault's woes,a french car firm tries to draw a line under its spying scandal,02/06/2011,Economist,0,0,0
4505,spanish aisles,why a low-price retailer is thriving,02/06/2011,Economist,1,0,1
4506,the wacky world of gold,why gold bugs no longer love gold miners,02/06/2011,Economist,0,0,1
4507,smiles and free peanuts,the secret of southwest’s success,02/06/2011,Economist,0,0,1
4508,the angel and the monster,mother teresa and lady gaga are the latest icons of the leadership industry. don’t laugh,02/06/2011,Economist,1,0,1
4509,big boxes for boks,the world’s largest supermarket chain is allowed to invest,02/06/2011,Economist,0,0,1
4510,"good darning, vietnam",rising costs in china are sending more buyers to south-east asia,02/06/2011,Economist,0,0,1
4511,carry on camping,french workers’ perks are under scrutiny,26/05/2011,Economist,0,0,1
4512,runways required,"private investors can make airports bigger, but not big enough",26/05/2011,Economist,0,0,0
4513,building with big data,the data revolution is changing the landscape of business,26/05/2011,Economist,0,1,0
4514,the costly war on cancer,new cancer drugs are technically impressive. but must they cost so much?,26/05/2011,Economist,0,0,0
4515,of goats and headaches,one of the best media businesses is also one of the most resented,26/05/2011,Economist,1,0,0
4516,no one listens to jürgen grossmann,the lone stand of a power boss against his country’s nuclear panic,26/05/2011,Economist,1,0,0
4517,give a little whistle,the sec offers a huge carrot to encourage whistle-blowers,26/05/2011,Economist,0,0,1
4518,stringer theory,critics call howard stringer a failure. they are wrong,26/05/2011,Economist,0,0,1
4519,the catalan kings,the management secrets of barcelona football club,19/05/2011,Economist,0,0,1
4520,coulrophobia,health activists want to sack the world’s best-known clown,19/05/2011,Economist,1,0,0
4521,slime-slinging,flacks vastly outnumber hacks these days. caveat lector,19/05/2011,Economist,0,1,1
4522,after the quake,japanese carmakers are shaken. that helps their rivals,19/05/2011,Economist,1,0,0
4523,a watchdog bites,a federal agency bashes boeing,19/05/2011,Economist,1,0,0
4524,still in the pipeline,the british oil company’s russian deal is not dead yet,19/05/2011,Economist,1,0,0
4525,the high-roller's guide to the galaxy,why does macau have no mainland chinese rivals?,19/05/2011,Economist,0,1,0
4526,once upon a time in the east,a latin american giant plans to modernise india’s fleapits,12/05/2011,Economist,0,0,1
4527,striking the stone,israeli firms offer technology to slake the world’s thirst,12/05/2011,Economist,1,0,0
4528,siren song,no one wants to pay for music. yet investors are splurging on music firms,12/05/2011,Economist,1,0,0
4529,revving up,news corporation and the agnelli family may buy formula one,12/05/2011,Economist,0,0,1
4530,moving back to america,the dwindling allure of building factories offshore,12/05/2011,Economist,1,0,0
4531,rules for fools,the terrible threat of unlicensed interior designers,12/05/2011,Economist,0,0,0
4532,"young, gifted and blocked",korea needs fewer wage slaves and more entrepreneurs,12/05/2011,Economist,1,0,0
4533,bricks and flicks,a toymaker masters virtual reality,05/05/2011,Economist,1,0,0
4534,forest firing,the government seeks to sack an innocent boss,05/05/2011,Economist,0,1,0
4535,what do bosses do all day?,the shocking truth can at last be revealed,05/05/2011,Economist,0,0,1
4536,letting go,successful firms struggle with succession,05/05/2011,Economist,1,0,1
4537,hard cheese,one of france’s most pugnacious companies is poised to seize parmalat,05/05/2011,Economist,1,0,0
4538,bamboo innovation,beware of judging china’s innovation engine by the standards of silicon valley,05/05/2011,Economist,1,0,0
4539,mad men are watching you,how real-time bidding will affect media companies,05/05/2011,Economist,0,0,1
4540,sell foam like soap,"to maintain profit growth, brewers will need keen marketing",05/05/2011,Economist,1,0,0
4541,apology: william weldon,applying the world’s business brains to housing the poor,28/04/2011,Economist,0,0,0
4542,a $300 idea that is priceless,france’s nuclear-energy champion hopes to benefit from a flight to safety,28/04/2011,Economist,0,0,1
4543,gauging the pressure,"there are flaws in how companies are taxed, but fixing them will not be easy",28/04/2011,Economist,1,0,0
4544,getting corporations to cough up,what ads say about doing business in africa’s most populous country,28/04/2011,Economist,0,0,1
4545,nigeria's mad men,japan’s crisis hits honda but it is not bad news for all in the motor trade,28/04/2011,Economist,0,0,0
4546,civic unrest,disaster-relief spending may boost energy-saving technologies,28/04/2011,Economist,0,0,1
4547,a cloud with a green lining,america’s big hospital groups will continue to gobble up competitors,28/04/2011,Economist,0,1,0
4548,bigger and better,serious glitches at sony and amazon have revived worries about the risks of handling data online,28/04/2011,Economist,1,0,0
4549,online reputations in the dirt,an antitrust suit is filed against america’s fertility clinics,28/04/2011,Economist,1,0,0
4550,looking for a band-aid,"it will take more than a deal, even a $20 billion one, to fix johnson & johnson",20/04/2011,Economist,1,0,0
4551,interesting reading,a chinese industrial champion opens up a bit on its way to world domination,20/04/2011,Economist,0,1,0
4552,a good place to start,the devastated north-east could be a test bed for opening up the economy,20/04/2011,Economist,1,0,0
4553,the case against globaloney,"at last, some sense on globalisation",20/04/2011,Economist,0,0,0
4554,poker face off,a crackdown on internet poker may be a prelude to legalisation,20/04/2011,Economist,0,0,1
4555,billboard boom,"the future of out-of-home advertising is rosy, and digital",20/04/2011,Economist,1,0,0
4556,inferno for interns,the annual race to the bottom of the corporate ladder begins,20/04/2011,Economist,1,0,0
4557,clusters flustered,global competition seems to be weakening the benefits of being in a cluster,14/04/2011,Economist,0,0,1
4558,"fail often, fail well",companies have a great deal to learn from failure—provided they manage it successfully,14/04/2011,Economist,1,0,0
4559,desert dawn,some solar plants need to be big; most of them don’t,14/04/2011,Economist,1,0,0
4560,send for the supermarketers,"opening up india’s chaotic, underdeveloped retailing industry to foreign supermarket chains would bring many benefits",14/04/2011,Economist,0,0,0
4561,when fund-raising is a crime,a death sentence for a young businesswoman chills entrepreneurs,14/04/2011,Economist,1,0,0
4562,glencore comes to market,a hitherto secretive firm may be uncomfortable under the spotlight,14/04/2011,Economist,0,0,0
4563,friends and enemies,"as one legal battle over facebook fades, another moves forward",14/04/2011,Economist,1,0,0
4564,age shall not wither them,companies should start seeing older workers as assets rather than liabilities,07/04/2011,Economist,0,0,1
4565,decaying faster,last year’s reprieve for the nuclear-power industry was too good to last,07/04/2011,Economist,1,0,0
4566,a phoenix struggles to fly,"separated from gm, a swedish carmaker finds the going tough",07/04/2011,Economist,0,1,1
4567,the shareholder awakens,"companies’ owners are slowly beginning to hold bosses to account, starting with closer scrutiny of their pay",07/04/2011,Economist,1,0,0
4568,the phishers' big catch,a large theft of company e-mail lists causes controversy,07/04/2011,Economist,1,0,0
4569,spare us the e-mail yada-yada,automatic e-mail footers are not just annoying. they are legally useless,07/04/2011,Economist,0,0,1
4570,last of the big-screen baddies,one company’s tight grip on film imports is a flashback to the suharto era,07/04/2011,Economist,1,0,0
4571,digital revolution,makers of mobile devices see a new growth market,07/04/2011,Economist,0,0,0
4572,refined tastes,the big oil firms are offloading their refineries to different kinds of buyer,07/04/2011,Economist,1,0,0
4573,raging bulls,music and television firms fret about their distributors’ new business models,31/03/2011,Economist,0,1,1
4574,how to become politics-proof,"businesses can get cover against some, but not all, political upheavals",31/03/2011,Economist,1,0,1
4575,heads in the cloud,digitising america’s health records could be a huge business. will it?,31/03/2011,Economist,1,0,0
4576,the last gasp,"for big tobacco, south-east asia is the final frontier",31/03/2011,Economist,1,0,0
4577,"i, robot-manager",management thinkers need to ponder more about homo-robo relations,31/03/2011,Economist,0,0,0
4578,dudley do-wrong,"bob dudley, bp’s boss, has got the oil giant into a mess over its russian deals",31/03/2011,Economist,0,0,1
4579,broken links,the disruption to manufacturers worldwide from japan’s disasters will force a rethink of how they manage production,31/03/2011,Economist,0,0,0
4580,an audacious merger with a poor reception,at&t’s ambitious bid to reshape america’s wireless market has spooked rivals. but it faces significant hurdles,24/03/2011,Economist,0,1,0
4581,the price of graft,"investors have gone off india. blame, in part, uncertainty over corruption",24/03/2011,Economist,0,1,1
4582,"big man, big macs",another giant deal for one of south africa’s biggest tycoons,24/03/2011,Economist,0,0,0
4583,starbursting,breaking up companies is back in fashion,24/03/2011,Economist,1,0,0
4584,dream deferred,a chinese car company carrying great expectations stalls,24/03/2011,Economist,0,1,0
4585,peculiar people,how far should one push the idea that companies have the same rights as ordinary people?,24/03/2011,Economist,0,0,1
4586,fine-tuning the friends list,"the next big thing in social media, maybe",24/03/2011,Economist,1,0,0
4587,italy's yogurt is also strategic,a french bid for an italian dairy giant offends national pride,24/03/2011,Economist,0,0,0
4588,the spluttering invention machine,america’s patent system has problems; a new law would fix only a few,17/03/2011,Economist,1,0,0
4589,amigos no longer,billionaires feud over converging television and telecoms markets,17/03/2011,Economist,0,0,1
4590,stopped in their tracks,a proposed privacy law could help as well as hurt america’s web companies,17/03/2011,Economist,0,0,1
4591,groupon anxiety,the online-coupon firm will have to move fast to retain its impressive lead,17/03/2011,Economist,1,0,0
4592,apology: larry summers,general newspapers can learn from the success of sporting dailies,17/03/2011,Economist,0,0,1
4593,"pink, and read all over",greece’s government is promising to make life less dismal for businesspeople. it has a long way to go,17/03/2011,Economist,0,1,1
4594,cursed are the cheesemakers,two computer giants prepare for a world no longer dominated by the pc,17/03/2011,Economist,0,0,1
4595,rebooting their systems,when will zara hit its limits?,10/03/2011,Economist,1,0,1
4596,global stretch,even makers of the most expensive cars are switching to electric and hybrid power,10/03/2011,Economist,1,0,0
4597,a new twist,doubts over the supposed foreign espionage at the french carmaker,10/03/2011,Economist,1,0,1
4598,"oh, mr porter",the new big idea from business’s greatest living guru seems a bit undercooked,10/03/2011,Economist,0,0,1
4599,bricks and slaughter,"employment in asian firms is booming—but for locals, not western expats",,Economist,1,0,0
4600,locals first,apple’s revamped ipad will be hard for its competitors to beat,03/03/2011,Economist,1,0,0
4601,the second coming,raki with a bourbon chaser?,03/03/2011,Economist,0,0,1
4602,replenishing the drinks cabinet,how an italian firm wins in the olympics,03/03/2011,Economist,1,0,0
4603,"ready, set, grow",ex-world-beaters swallow their pride and do deals with foreign rivals,03/03/2011,Economist,0,0,1
4604,"the mighty, fallen",what john galliano’s fall tells us about the perils of relying on creative geniuses,03/03/2011,Economist,1,0,0
4605,when stars go cuckoo,israel’s biggest defence firm is getting ready for privatisation,03/03/2011,Economist,0,1,0
4606,iai takes wing,manufacturers and retailers are desperate to pass on higher commodity prices to their customers,03/03/2011,Economist,0,0,0
4607,sin galore,a strait-laced state puts the vice into “service economy”,24/02/2011,Economist,0,1,0
4608,"alibaba and the 2,236 thieves",china’s top e-commerce firm fights to win back customers’ trust,24/02/2011,Economist,1,0,0
4609,the secret of ikea's success,"lean operations, shrewd tax planning and tight control",24/02/2011,Economist,1,0,1
4610,the danish armada,maersk orders ten colossal vessels,24/02/2011,Economist,0,1,1
4611,uncorking enterprise,policymakers are desperate to promote enterprise. a new index could help,24/02/2011,Economist,0,1,0
4612,hand to hand combat,a new threat to sony and nintendo,24/02/2011,Economist,0,0,0
4613,better to be reviled than ignored,"negative publicity is good for unknown firms, bad for established ones",24/02/2011,Economist,1,0,0
4614,the art of management,business has much to learn from the arts,17/02/2011,Economist,0,0,1
4615,ending the open season on artists,a haven for digital pirates at last gets tougher,17/02/2011,Economist,1,0,0
4616,monster or victim?,a court in ecuador controversially fines chevron a whopping $9 billion,17/02/2011,Economist,0,0,0
4617,the middle blingdom,sales of costly trifles are even better than you think,17/02/2011,Economist,0,1,0
4618,a row over cows,indonesia curbs beef imports,17/02/2011,Economist,1,0,0
4619,the beast in the bush,a hungry predator stalks africa,17/02/2011,Economist,0,0,1
4620,bigger abroad,"forget the oscars. films need foreign viewers, not american prizes",17/02/2011,Economist,0,0,1
4621,a market for computing power,a new spot market makes cloud computing a commodity,17/02/2011,Economist,1,0,0
4622,the anti-nokia,is the world’s biggest maker of networking gear spreading itself too thinly?,10/02/2011,Economist,1,0,0
4623,content couple,an internet veteran weds a youthful online bride,10/02/2011,Economist,0,0,1
4624,new against old,amid the zombies are a handful of zesty businesses,10/02/2011,Economist,0,0,1
4625,blazing platforms,it is not just the world’s biggest handset-maker that has lost its edge. so has europe’s whole mobile-phone industry,10/02/2011,Economist,0,0,0
4626,beyond economics,businesspeople need to think harder about political risk,10/02/2011,Economist,0,0,1
4627,how firms should fight rumours,denial is useless. spread happy truths instead,10/02/2011,Economist,0,0,1
4628,commerce amid chaos,canny traders adapt to anarchy,10/02/2011,Economist,1,0,0
4629,winter of disconnect,a railway in need of a new direction,10/02/2011,Economist,1,0,0
4630,who needs paper?,a new digital paper tests a new model for news,03/02/2011,Economist,1,0,0
4631,dancing with bears,bp’s russian venture is already proving trickier than expected,03/02/2011,Economist,0,1,0
4632,never had it so good,how much longer can corporate america keep on delivering bumper increases in profits?,03/02/2011,Economist,1,0,1
4633,france's lost decade,a once-great industrial power looks for inspiration across the rhine,03/02/2011,Economist,0,0,1
4634,ahead of the curve,"daniel bell, who died on january 25th, was one of the great sociologists of capitalism",03/02/2011,Economist,0,0,0
